epoch	loss	acc	lr
61	tensor(0.6640, device='cuda:0')	tensor(0.9563, device='cuda:0')	0.0010000000000000002
62	tensor(0.5677, device='cuda:0')	tensor(0.9620, device='cuda:0')	0.0010000000000000002
63	tensor(0.5292, device='cuda:0')	tensor(0.9686, device='cuda:0')	0.0010000000000000002
64	tensor(0.4977, device='cuda:0')	tensor(0.9728, device='cuda:0')	0.0010000000000000002
65	tensor(0.4779, device='cuda:0')	tensor(0.9719, device='cuda:0')	0.0010000000000000002
66	tensor(0.4520, device='cuda:0')	tensor(0.9711, device='cuda:0')	0.0010000000000000002
67	tensor(0.4415, device='cuda:0')	tensor(0.9719, device='cuda:0')	0.0010000000000000002
68	tensor(0.4283, device='cuda:0')	tensor(0.9777, device='cuda:0')	0.0010000000000000002
69	tensor(0.4131, device='cuda:0')	tensor(0.9785, device='cuda:0')	0.0010000000000000002
70	tensor(0.4016, device='cuda:0')	tensor(0.9719, device='cuda:0')	0.0010000000000000002
71	tensor(0.3901, device='cuda:0')	tensor(0.9728, device='cuda:0')	0.0010000000000000002
72	tensor(0.3809, device='cuda:0')	tensor(0.9752, device='cuda:0')	0.0010000000000000002
73	tensor(0.3706, device='cuda:0')	tensor(0.9818, device='cuda:0')	0.0010000000000000002
74	tensor(0.3653, device='cuda:0')	tensor(0.9752, device='cuda:0')	0.0010000000000000002
75	tensor(0.3550, device='cuda:0')	tensor(0.9711, device='cuda:0')	0.0010000000000000002
76	tensor(0.3506, device='cuda:0')	tensor(0.9785, device='cuda:0')	0.0010000000000000002
77	tensor(0.3413, device='cuda:0')	tensor(0.9752, device='cuda:0')	0.0010000000000000002
78	tensor(0.3336, device='cuda:0')	tensor(0.9761, device='cuda:0')	0.0010000000000000002
79	tensor(0.3249, device='cuda:0')	tensor(0.9769, device='cuda:0')	0.0010000000000000002
80	tensor(0.3165, device='cuda:0')	tensor(0.9835, device='cuda:0')	0.00010000000000000003
81	tensor(0.3166, device='cuda:0')	tensor(0.9851, device='cuda:0')	0.00010000000000000003
82	tensor(0.3185, device='cuda:0')	tensor(0.9827, device='cuda:0')	0.00010000000000000003
83	tensor(0.3134, device='cuda:0')	tensor(0.9810, device='cuda:0')	0.00010000000000000003
84	tensor(0.3135, device='cuda:0')	tensor(0.9868, device='cuda:0')	0.00010000000000000003
85	tensor(0.3157, device='cuda:0')	tensor(0.9777, device='cuda:0')	0.00010000000000000003
86	tensor(0.3121, device='cuda:0')	tensor(0.9827, device='cuda:0')	0.00010000000000000003
87	tensor(0.3117, device='cuda:0')	tensor(0.9851, device='cuda:0')	0.00010000000000000003
88	tensor(0.3120, device='cuda:0')	tensor(0.9818, device='cuda:0')	0.00010000000000000003
89	tensor(0.3106, device='cuda:0')	tensor(0.9868, device='cuda:0')	0.00010000000000000003
90	tensor(0.3109, device='cuda:0')	tensor(0.9835, device='cuda:0')	0.00010000000000000003
91	tensor(0.3119, device='cuda:0')	tensor(0.9777, device='cuda:0')	0.00010000000000000003
92	tensor(0.3079, device='cuda:0')	tensor(0.9827, device='cuda:0')	0.00010000000000000003
93	tensor(0.3071, device='cuda:0')	tensor(0.9868, device='cuda:0')	0.00010000000000000003
94	tensor(0.3075, device='cuda:0')	tensor(0.9851, device='cuda:0')	0.00010000000000000003
95	tensor(0.3048, device='cuda:0')	tensor(0.9810, device='cuda:0')	0.00010000000000000003
96	tensor(0.3068, device='cuda:0')	tensor(0.9835, device='cuda:0')	0.00010000000000000003
97	tensor(0.3056, device='cuda:0')	tensor(0.9802, device='cuda:0')	0.00010000000000000003
98	tensor(0.3045, device='cuda:0')	tensor(0.9860, device='cuda:0')	0.00010000000000000003
99	tensor(0.3044, device='cuda:0')	tensor(0.9843, device='cuda:0')	0.00010000000000000003
100	tensor(0.3040, device='cuda:0')	tensor(0.9851, device='cuda:0')	0.00010000000000000003
101	tensor(0.3033, device='cuda:0')	tensor(0.9851, device='cuda:0')	0.00010000000000000003
102	tensor(0.3022, device='cuda:0')	tensor(0.9827, device='cuda:0')	0.00010000000000000003
103	tensor(0.3021, device='cuda:0')	tensor(0.9818, device='cuda:0')	0.00010000000000000003
104	tensor(0.3039, device='cuda:0')	tensor(0.9843, device='cuda:0')	0.00010000000000000003
105	tensor(0.2986, device='cuda:0')	tensor(0.9851, device='cuda:0')	0.00010000000000000003
106	tensor(0.3014, device='cuda:0')	tensor(0.9843, device='cuda:0')	0.00010000000000000003
107	tensor(0.3002, device='cuda:0')	tensor(0.9868, device='cuda:0')	0.00010000000000000003
108	tensor(0.3000, device='cuda:0')	tensor(0.9843, device='cuda:0')	0.00010000000000000003
109	tensor(0.2977, device='cuda:0')	tensor(0.9876, device='cuda:0')	0.00010000000000000003
110	tensor(0.2977, device='cuda:0')	tensor(0.9835, device='cuda:0')	0.00010000000000000003
111	tensor(0.2972, device='cuda:0')	tensor(0.9868, device='cuda:0')	0.00010000000000000003
112	tensor(0.2986, device='cuda:0')	tensor(0.9851, device='cuda:0')	0.00010000000000000003
113	tensor(0.2968, device='cuda:0')	tensor(0.9835, device='cuda:0')	0.00010000000000000003
114	tensor(0.2991, device='cuda:0')	tensor(0.9843, device='cuda:0')	1.0000000000000004e-05
115	tensor(0.2978, device='cuda:0')	tensor(0.9851, device='cuda:0')	1.0000000000000004e-05
116	tensor(0.2965, device='cuda:0')	tensor(0.9802, device='cuda:0')	1.0000000000000004e-05
117	tensor(0.2958, device='cuda:0')	tensor(0.9843, device='cuda:0')	1.0000000000000004e-05
118	tensor(0.2934, device='cuda:0')	tensor(0.9893, device='cuda:0')	1.0000000000000004e-05
119	tensor(0.2950, device='cuda:0')	tensor(0.9876, device='cuda:0')	1.0000000000000004e-05
120	tensor(0.2959, device='cuda:0')	tensor(0.9851, device='cuda:0')	1.0000000000000004e-05
121	tensor(0.2949, device='cuda:0')	tensor(0.9851, device='cuda:0')	1.0000000000000004e-05
122	tensor(0.2945, device='cuda:0')	tensor(0.9835, device='cuda:0')	1.0000000000000004e-05
123	tensor(0.2955, device='cuda:0')	tensor(0.9835, device='cuda:0')	1.0000000000000004e-05
124	tensor(0.2960, device='cuda:0')	tensor(0.9860, device='cuda:0')	1.0000000000000004e-05
125	tensor(0.2933, device='cuda:0')	tensor(0.9868, device='cuda:0')	1.0000000000000004e-06
126	tensor(0.2945, device='cuda:0')	tensor(0.9851, device='cuda:0')	1.0000000000000004e-06
127	tensor(0.2914, device='cuda:0')	tensor(0.9843, device='cuda:0')	1.0000000000000004e-06
128	tensor(0.2950, device='cuda:0')	tensor(0.9835, device='cuda:0')	1.0000000000000004e-06
129	tensor(0.2941, device='cuda:0')	tensor(0.9893, device='cuda:0')	1.0000000000000004e-06
130	tensor(0.2949, device='cuda:0')	tensor(0.9860, device='cuda:0')	1.0000000000000004e-06
131	tensor(0.2948, device='cuda:0')	tensor(0.9876, device='cuda:0')	1.0000000000000004e-06
132	tensor(0.2944, device='cuda:0')	tensor(0.9868, device='cuda:0')	1.0000000000000004e-06
133	tensor(0.2959, device='cuda:0')	tensor(0.9827, device='cuda:0')	1.0000000000000004e-06
134	tensor(0.2923, device='cuda:0')	tensor(0.9860, device='cuda:0')	1.0000000000000004e-06
135	tensor(0.2931, device='cuda:0')	tensor(0.9876, device='cuda:0')	1.0000000000000004e-06
136	tensor(0.2952, device='cuda:0')	tensor(0.9843, device='cuda:0')	1.0000000000000005e-07
137	tensor(0.2948, device='cuda:0')	tensor(0.9851, device='cuda:0')	1.0000000000000005e-07
138	tensor(0.2937, device='cuda:0')	tensor(0.9860, device='cuda:0')	1.0000000000000005e-07
139	tensor(0.2976, device='cuda:0')	tensor(0.9876, device='cuda:0')	1.0000000000000005e-07
140	tensor(0.2944, device='cuda:0')	tensor(0.9893, device='cuda:0')	1.0000000000000005e-07
141	tensor(0.2962, device='cuda:0')	tensor(0.9835, device='cuda:0')	1.0000000000000005e-07
142	tensor(0.2979, device='cuda:0')	tensor(0.9835, device='cuda:0')	1.0000000000000005e-07
143	tensor(0.2933, device='cuda:0')	tensor(0.9843, device='cuda:0')	1.0000000000000005e-07
144	tensor(0.2959, device='cuda:0')	tensor(0.9868, device='cuda:0')	1.0000000000000005e-07
145	tensor(0.2955, device='cuda:0')	tensor(0.9860, device='cuda:0')	1.0000000000000005e-07
146	tensor(0.2965, device='cuda:0')	tensor(0.9835, device='cuda:0')	1.0000000000000005e-07
147	tensor(0.2972, device='cuda:0')	tensor(0.9794, device='cuda:0')	1.0000000000000005e-07
148	tensor(0.2943, device='cuda:0')	tensor(0.9901, device='cuda:0')	1.0000000000000005e-07
149	tensor(0.2950, device='cuda:0')	tensor(0.9901, device='cuda:0')	1.0000000000000005e-08
150	tensor(0.2946, device='cuda:0')	tensor(0.9868, device='cuda:0')	1.0000000000000005e-08
